run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm
fedavg_default,29,,4,0.5529964599344466,0.8262573877970377,0.7249686121940613,2208040,2208040,4416080,3 5 0 8 2,0.5529964599344466,4,0,False,0.9061615288402494,0.640241431152031,0.8290376992980695,0.8767386091127098,0.781336789483429,0.6,0.24598355471220745,8.539181184768676,5.517147064208984
fedavg_default,29,,5,0.5845358785655763,0.7990016142527262,0.7129234671592712,2208040,2208040,4416080,8 6 7 5 1,0.5529964599344466,4,1,False,0.8995111631487256,0.6282689538327131,0.8182793665086445,0.8906474820143885,0.7459112510029007,0.7,0.23101691574821587,6.979394197463989,5.390753746032715
fedavg_default,29,,6,0.5927513655689027,0.8178488678402371,0.7427854537963867,2208040,2208040,4416080,7 2 1 3 5,0.5529964599344466,4,2,False,0.9041446124714744,0.640347092901897,0.8224525434272097,0.8733812949640288,0.7715237918903907,0.5,0.27754805383819825,8.476054096221924,5.537481784820557
fedavg_default,29,,7,0.5534439989262157,0.8159220152431064,0.7302383780479431,2208040,2208040,4416080,8 3 4 5 7,0.5529964599344466,4,3,False,0.9038570883711471,0.6430014844337295,0.8217903958632761,0.8743405275779377,0.7692402641486145,0.6,0.21815204628872106,7.207905054092407,5.381891250610352
fedavg_default,29,,8,0.6160822328593996,0.7984960476557413,0.6875215768814087,2208040,2208040,4416080,4 8 7 1 3,0.5529964599344466,4,4,False,0.8995856823150996,0.6378645258130201,0.8120752130012339,0.8781774580335732,0.7459729679688947,0.6,0.2320413390688336,8.249372100830078,4.762120246887207
fedavg_default,29,,9,0.5957960287729899,0.7931193312009176,0.5966125130653381,2208040,2208040,4416080,7 2 6 8 5,0.5529964599344466,4,5,False,0.8938045934294964,0.6262299458486105,0.8061362648448174,0.879136690647482,0.7331358390421527,0.5,0.23914292056247966,7.341285705566406,5.771512031555176
fedavg_default,29,,10,0.43508383217785096,0.8408509757783678,0.7350062727928162,2208040,2208040,4416080,7 6 8 4 0,0.43508383217785096,10,0,False,0.8983342339274295,0.640289020030007,0.8223930908966588,0.8354916067146283,0.8092945750786892,0.6,0.242409058847846,7.48387336730957,5.325763702392578
fedavg_default,29,,11,0.5035911699136099,0.8430896467632718,0.7666248679161072,2208040,2208040,4416080,5 2 7 1 6,0.43508383217785096,10,1,False,0.9030176636324712,0.6459213540243934,0.8283997945135837,0.8446043165467626,0.8121952724804049,0.6,0.2223722986477573,7.297996091842651,5.786659240722656
fedavg_default,29,,12,0.5503589742713504,0.831565711233351,0.7395232319831848,2208040,2208040,4416080,1 6 8 3 5,0.43508383217785096,10,2,False,0.9049103616569806,0.650332976699241,0.8283166764126193,0.8628297362110312,0.7938036166142073,0.6,0.21620892126261843,6.928098726272583,5.198888301849365
fedavg_default,29,,13,0.5235277050071292,0.8164815770255195,0.7269761562347412,2208040,2208040,4416080,7 4 8 5 1,0.43508383217785096,10,3,False,0.9028069971351194,0.6444587183508894,0.822029404804244,0.8685851318944844,0.7754736777140036,0.6,0.21659356943508415,6.815961742401123,4.853401184082031
